product_name,product_url,object,label
U.S. Polo Assn. Men Signature Logo Pure Cotton,https://m.media-amazon.com/images/I/61fRzTKtwAL._SX569_.jpg,"['Shorts', 'Person', 'Underpants']","['Outerwear', 'White', 'Neck', 'Sleeve', 'Waist', 'Textile', 'Orange', 'Grey', 'Style', 'Knee']"
VIMAL JONNEY Men's Slim Track Pants,https://m.media-amazon.com/images/I/71aNV7oOkmL._SX679_.jpg,"['Pants', 'Pants', 'Pants', 'Person', 'Person', 'Person', 'Shoe', 'Shoe', 'Shoe']","['Joint', 'Leg', 'Active pants', 'Neck', 'Sleeve', 'Waist', 'Knee', 'Thigh', 'Gesture', 'Grey']"
Fastrack Casual Analog White Dial Men's Watch,https://m.media-amazon.com/images/I/51Z3J7uzNfL._SX679_.jpg,['Watch'],"['Watch', 'Analog watch', 'Watch accessory', 'Clock', 'Rectangle', 'Font', 'Metal', 'Electric blue', 'Brand', 'Fashion accessory']"
Sonata Men Leather Analog White Dial Watch,https://m.media-amazon.com/images/I/71QvcBxXXxL._SY741_.jpg,['Watch'],"['Watch', 'Analog watch', 'White', 'Light', 'Product', 'Clock', 'Watch accessory', 'Rectangle', 'Font', 'Material property']"
Casio Men Stainless Steel Analog Black Dial Watch,https://m.media-amazon.com/images/I/61hpIjX15vL._SX679_.jpg,['Watch'],"['Watch', 'Analog watch', 'Clock', 'Watch accessory', 'Font', 'Silver', 'Metal', 'Fashion accessory', 'Nickel', 'Brand']"
Titan Analog Silver Dial Gold Band Mens Stainless Steel Watch,https://m.media-amazon.com/images/I/81lfqanrciL._SY741_.jpg,['Watch'],"['Watch', 'Analog watch', 'Clock', 'Font', 'Watch accessory', 'Material property', 'Silver', 'Rectangle', 'Metal', 'Circle']"
Fire-Boltt Ninja Call Pro Plus 1.83 Smart Watch with Bluetooth Calling,https://m.media-amazon.com/images/I/61AHiYyu3ZL._SX679_.jpg,"['Watch', 'Person', 'Person']","['Smile', 'Gesture', 'Gadget', 'Audio equipment', 'Font', 'Communication Device', 'Auto part', 'Output device', 'Clock', 'Wrist']"
Milton Prudent 1100 Thermosteel 24 Hours Hot and Cold Water Bottle,https://m.media-amazon.com/images/I/71TLCsrjEnL._SX679_.jpg,"['Bottle', 'Bottle']","['Liquid', 'Bottle', 'Drinkware', 'Fluid', 'Plastic bottle', 'Glass bottle', 'Alcoholic beverage', 'Cylinder', 'Electric blue', 'Drink']"
MILTON Aqua 500 Stainless Steel Water Bottle 500-ml Light-Pink,https://m.media-amazon.com/images/I/51AOvn+e1QL._SX679_.jpg,"['Liquid', 'Bottle', 'Fluid', 'Tints and shades', 'Plastic bottle', 'Magenta', 'Drink', 'Cylinder', 'Plastic', 'Peach']","['Liquid', 'Bottle', 'Fluid', 'Tints and shades', 'Plastic bottle', 'Magenta', 'Drink', 'Cylinder', 'Plastic', 'Peach']"
"Redmi 12 (Moonstone Silver,6GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/71ij5dqxbeL._SX679_.jpg,"['Mobile phone', 'Mobile phone']","['Mobile phone', 'Communication Device', 'Portable communications device', 'Gadget', 'Gesture', 'Grey', 'Telephony', 'Font', 'Smartphone', 'Rectangle']"
