product_name,product_url,object,label
"Redmi A3 (Olive Green, 3GB RAM, 64GB Storage)",https://m.media-amazon.com/images/I/71dJSabHYiL._SX679_.jpg,"['Mobile phone', 'Mobile phone']","['Automotive tire', 'Audio equipment', 'Automotive lighting', 'Font', 'Gadget', 'Communication Device', 'Sports equipment', 'Automotive design', 'Camera', 'Auto part']"
Apple Iphone-14,https://m.media-amazon.com/images/I/51Sn5X2gfaL._SX679_.jpg,['Mobile phone'],"['Communication Device', 'Mobile phone', 'Portable communications device', 'Gesture', 'Telephony', 'Gadget', 'Smartphone', 'Aluminium', 'Metal', 'Mobile device']"
Apple Iphone 15-pro Max,https://m.media-amazon.com/images/I/61Jrsu9d3-L._SX679_.jpg,"['Mobile phone', 'Communication Device', 'Portable communications device', 'Telephony', 'Gesture', 'Grey', 'Bumper', 'Gadget', 'Automotive exterior', 'Font']","['Mobile phone', 'Communication Device', 'Portable communications device', 'Telephony', 'Gesture', 'Grey', 'Bumper', 'Gadget', 'Automotive exterior', 'Font']"
Iphone Case-cover,https://m.media-amazon.com/images/I/51pPPth9kyL._SX679_.jpg,"['Mobile phone', 'Camera']","['Grey', 'Gadget', 'Mp3 player', 'Gas', 'Font', 'Audio equipment', 'Circle', 'Rectangle', 'Multimedia', 'Electric blue']"
One Plus Nord3,https://m.media-amazon.com/images/I/51opW+tODpL._SY741_.jpg,['Mobile phone'],"['Fixture', 'Door', 'Rectangle', 'Gas', 'Font', 'Metal', 'Handle', 'Circle', 'Aluminium', 'Titanium']"
One Plus CE4,https://m.media-amazon.com/images/I/51jCor3c-EL._SX679_.jpg,['Mobile phone'],"['Communication Device', 'Gesture', 'Rectangle', 'Telephony', 'Portable communications device', 'Gadget', 'Smartphone', 'Metal', 'Electric blue', 'Mobile phone']"
One plus CE3,https://m.media-amazon.com/images/I/510YZx4v3wL._SX679_.jpg,['Mobile phone'],"['Mobile phone', 'Telephony', 'Communication Device', 'Portable communications device', 'Mobile device', 'Gadget', 'Telephone', 'Camera', 'Smartphone', 'Camera lens']"
Samsung galaxy,https://m.media-amazon.com/images/I/71td5npKu6L._SY741_.jpg,['Mobile phone'],"['Communication Device', 'Rectangle', 'Gadget', 'Font', 'Gas', 'Netbook', 'Major appliance', 'Electric blue', 'Metal', 'Circle']"
Apple MacBook Air Laptop M1 chip,https://m.media-amazon.com/images/I/71jG+e7roXL._SX679_.jpg,['Laptop'],"['Computer', 'Laptop', 'Output device', 'Personal computer', 'Gesture', 'Rectangle', 'Computer monitor accessory', 'Gadget', 'Display device', 'Laptop part']"
HP Laptop 15s,https://m.media-amazon.com/images/I/71oQh8WFlyL._SX679_.jpg,['Laptop'],"['Computer', 'Laptop', 'Personal computer', 'Peripheral', 'Output device', 'Input device', 'Touchpad', 'Space bar', 'Font', 'Computer hardware']"
HP Laptop 15,https://m.media-amazon.com/images/I/61Cs3B5GHhL._SX679_.jpg,['Laptop'],"['Computer', 'Laptop', 'Personal computer', 'Output device', 'Touchpad', 'Peripheral', 'Input device', 'Space bar', 'Webcam', 'Netbook']"
"Samsung Galaxy M34 5G (Prism Silver,6GB,128GB)",https://m.media-amazon.com/images/I/91ItZJh1FDL._AC_UY218_.jpg,"['Mobile phone', 'Mobile phone']","['Product', 'Telephony', 'Mobile phone', 'Gesture', 'Communication Device', 'Rectangle', 'Font', 'Portable communications device', 'Material property', 'Gadget']"
DELL Latitude 5490 Core i5 8th Gen Laptop,https://m.media-amazon.com/images/I/418cc1MvF1L._SX679_.jpg,['Laptop'],"['Laptop', 'Computer', 'Personal computer', 'Output device', 'Netbook', 'Touchpad', 'Peripheral', 'Flat panel display', 'Gadget', 'Computer monitor accessory']"
Dell 14 Thin & Light Laptop,https://m.media-amazon.com/images/I/71Eu1-dfTmL._SX679_.jpg,['Laptop'],"['Computer', 'Personal computer', 'Output device', 'Laptop', 'Gadget', 'Computer hardware', 'Laptop part', 'Font', 'Electronic instrument', 'Laptop accessory']"
ASUS VivoBook 15 (2021) Thin and Light Laptop,https://m.media-amazon.com/images/I/71lYhcc++AL._SX679_.jpg,['Laptop'],"['Computer', 'Laptop', 'Personal computer', 'Output device', 'Netbook', 'Gadget', 'Input device', 'Laptop part', 'Font', 'Computer hardware']"
Lenovo ThinkPad E14 Intel Core i5 12th Gen 14 FHD Thin and Light Laptop,https://m.media-amazon.com/images/I/617Af4lsBNL._SX679_.jpg,['Laptop'],"['Computer', 'Personal computer', 'Laptop', 'Touchpad', 'Output device', 'Peripheral', 'Input device', 'Netbook', 'Space bar', 'Gesture']"
