product_name,product_url
Crompton Wave Plus 400-mm (16 inch) High Speed Oscillating Table Fan for Home and Kitchen,https://m.media-amazon.com/images/I/51fBJqwoT5L._AC_UY218_.jpg
Amazon Brand - Solimo High-Carbon Stainless Steel Kitchen Knife Set with Sharpener,https://m.media-amazon.com/images/I/61hPHtt7-NL._AC_UY218_.jpg
MageGee 60% Mechanical Gaming Keyboard,https://m.media-amazon.com/images/I/71i22VBtxYL._SX522_.jpg
